exporter,importer,year,commodity,trade_quantity
Argentina,Croatia,2018,Maize (corn),379.865
Argentina,Cuba,2018,Maize (corn),623292.0
Argentina,Cyprus,2018,Maize (corn),282.1
Argentina,Czechia,2018,Maize (corn),1265.0
Argentina,CÃ´te d'Ivoire,2018,Maize (corn),37722.845
Argentina,CÃ´te d'Ivoire,2018,Wheat,44000.0
Argentina,Democratic Republic of the Congo,2018,Maize (corn),24721.379999999997
Argentina,Democratic Republic of the Congo,2018,Wheat,8800.0
Argentina,Denmark,2018,Barley,19.54
Argentina,Denmark,2018,Maize (corn),1949.46
Argentina,Djibouti,2018,Maize (corn),2230.0
Argentina,Dominican Republic,2018,Maize (corn),77811.79999999999
Argentina,Dominican Republic,2018,Sunflower seed,313.07500000000005
Argentina,Ecuador,2018,Barley,37972.100000000006
Argentina,Ecuador,2018,Maize (corn),49991.18
Argentina,Ecuador,2018,Sunflower seed,1375.52
Argentina,Ecuador,2018,Wheat,158285.7
Argentina,Egypt,2018,Maize (corn),2482033.55
Argentina,Egypt,2018,Soya beans,111059.16
Argentina,Egypt,2018,Sunflower seed,286.84000000000003
Argentina,El Salvador,2018,Maize (corn),774.59
Argentina,El Salvador,2018,Sunflower seed,460.475
Argentina,Ethiopia,2018,Maize (corn),7037.96
Argentina,Fiji,2018,Maize (corn),25.2
Argentina,France,2018,Maize (corn),371.91499999999996
Argentina,France,2018,Sunflower seed,518.125
Argentina,France,2018,Wheat,1040.7
Argentina,French Polynesia,2018,Maize (corn),0.02
Argentina,French Polynesia,2018,Sunflower seed,0.15
Argentina,Gabon,2018,Maize (corn),518.4
Argentina,Gambia,2018,Maize (corn),219.95999999999998
Argentina,Gambia,2018,Wheat,15013.0
Argentina,Georgia,2018,Maize (corn),128.61
Argentina,Germany,2018,Barley,1.27
Argentina,Germany,2018,Maize (corn),13371.15
Argentina,Germany,2018,Soya beans,1.24
Argentina,Germany,2018,Sunflower seed,900.09
Argentina,Germany,2018,Wheat,0.1
Argentina,Ghana,2018,Maize (corn),27380.45
Argentina,Ghana,2018,Soya beans,15400.0
Argentina,Greece,2018,Maize (corn),2064.8
Argentina,Greece,2018,Sunflower seed,20.0
Argentina,Guatemala,2018,Maize (corn),396.99
Argentina,Guatemala,2018,Sunflower seed,695.98
Argentina,Guinea,2018,Maize (corn),1059.54
Argentina,Honduras,2018,Maize (corn),1146.0349999999999
Argentina,Honduras,2018,Sunflower seed,517.585
Argentina,Hungary,2018,Sunflower seed,0.08
Argentina,Iceland,2018,Sunflower seed,0.02
Argentina,India,2018,Barley,84735.0
Argentina,India,2018,Maize (corn),8224.305
Argentina,Indonesia,2018,Maize (corn),312256.16000000003
Argentina,Indonesia,2018,Wheat,788472.7
Argentina,Iran (Islamic Republic of),2018,Maize (corn),130.0
Argentina,Iraq,2018,Maize (corn),183289.0
Argentina,Ireland,2018,Maize (corn),76.2
Argentina,Israel,2018,Maize (corn),7229.975
Argentina,Israel,2018,Sunflower seed,227.86
Argentina,Italy,2018,Maize (corn),3450.875
Argentina,Italy,2018,Soya beans,0.64
Argentina,Italy,2018,Sunflower seed,337.78999999999996
Argentina,Japan,2018,Maize (corn),44717.9
Argentina,Jordan,2018,Maize (corn),414864.5
Argentina,Jordan,2018,Sunflower seed,102.0
Argentina,Kenya,2018,Maize (corn),531.5
Argentina,Kenya,2018,Wheat,419143.5
Argentina,Kuwait,2018,Barley,306457.0
Argentina,Kuwait,2018,Maize (corn),158696.05
Argentina,Kuwait,2018,Potatoes,1.62
Argentina,Kuwait,2018,Sunflower seed,155.25
Argentina,Latvia,2018,Maize (corn),78.28
Argentina,Lebanon,2018,Maize (corn),72767.1
Argentina,Lebanon,2018,Sunflower seed,172.29500000000002
Argentina,Liberia,2018,Maize (corn),985.4
Argentina,Libya,2018,Maize (corn),1553.48
Argentina,Libya,2018,Sunflower seed,3090.76
Argentina,Lithuania,2018,Maize (corn),77.11
Argentina,Lithuania,2018,Sunflower seed,22.0
Argentina,Malaysia,2018,Maize (corn),2222221.5
Argentina,Malaysia,2018,Soya beans,45258.5
Argentina,Malaysia,2018,Sunflower seed,82.46
Argentina,Malaysia,2018,Wheat,24739.8
Argentina,Mali,2018,Barley,12.0
Argentina,Mali,2018,Maize (corn),373.86
Argentina,Mali,2018,Wheat,36922.229999999996
Argentina,Malta,2018,Maize (corn),18.75
Argentina,Mauritania,2018,Maize (corn),9833.1
Argentina,Mauritania,2018,Wheat,164705.3
Argentina,Mauritius,2018,Maize (corn),112966.0
Argentina,Mauritius,2018,Sunflower seed,202.64
Argentina,Mexico,2018,Maize (corn),691.125
Argentina,Mexico,2018,Sunflower seed,6850.549999999999
Argentina,Mexico,2018,Wheat,0.57
Argentina,Montenegro,2018,Maize (corn),154.97
Argentina,Morocco,2018,Maize (corn),861690.915
Argentina,Morocco,2018,Sunflower seed,1249.52
Argentina,Morocco,2018,Wheat,86177.11
Argentina,Namibia,2018,Wheat,4220.05
Argentina,Nepal,2018,Maize (corn),4342.575000000001
Argentina,Netherlands (Kingdom of the),2018,Barley,774.31
Argentina,Netherlands (Kingdom of the),2018,Maize (corn),63515.575
Argentina,Netherlands (Kingdom of the),2018,Soya beans,0.2
Argentina,Netherlands (Kingdom of the),2018,Sunflower seed,97.85
Argentina,Netherlands (Kingdom of the),2018,Wheat,5547.04
Argentina,New Zealand,2018,Maize (corn),168.0
Argentina,New Zealand,2018,Sunflower seed,207.02
Argentina,New Zealand,2018,Wheat,64164.7
Argentina,Nicaragua,2018,Maize (corn),173.265
Argentina,Nicaragua,2018,Sunflower seed,99.94
Argentina,Niger,2018,Maize (corn),38.25
Argentina,Nigeria,2018,Maize (corn),4452.95
Argentina,Nigeria,2018,Wheat,234004.0
Argentina,North Macedonia,2018,Maize (corn),623.5
Argentina,North Macedonia,2018,Soya beans,50.86
Argentina,Norway,2018,Maize (corn),62.36
Argentina,Norway,2018,Sunflower seed,0.12
Argentina,Oman,2018,Barley,54210.5
Argentina,Oman,2018,Maize (corn),137784.57
Argentina,Oman,2018,Sunflower seed,1.5
Argentina,Pakistan,2018,Maize (corn),821.97
Argentina,Pakistan,2018,Sunflower seed,14.5
Argentina,Panama,2018,Maize (corn),286.48
Argentina,Panama,2018,Sunflower seed,635.425
Argentina,Paraguay,2018,Bananas,28.0
Argentina,Paraguay,2018,Cattle,172.4
Argentina,Paraguay,2018,Maize (corn),2457.5299999999997
Argentina,Paraguay,2018,Potatoes,39161.3
Argentina,Paraguay,2018,Rice,572.0
Argentina,Paraguay,2018,Soya beans,662.585
Argentina,Paraguay,2018,Sunflower seed,141.57
Argentina,Paraguay,2018,Wheat,28.04
Argentina,Peru,2018,Barley,107899.095
Argentina,Peru,2018,Maize (corn),203799.215
Argentina,Peru,2018,Sunflower seed,595.4100000000001
Argentina,Peru,2018,Wheat,433615.08999999997
Argentina,Philippines,2018,Maize (corn),78546.04000000001
Argentina,Philippines,2018,Sunflower seed,339.32
Argentina,Poland,2018,Maize (corn),40207.34
Argentina,Poland,2018,Sunflower seed,162.83
Argentina,Portugal,2018,Maize (corn),401.0
Argentina,Portugal,2018,Sunflower seed,43.5
Argentina,Qatar,2018,Barley,21650.0
Argentina,Qatar,2018,Maize (corn),2837.785
Argentina,Qatar,2018,Sunflower seed,90.35
Argentina,Republic of Korea,2018,Maize (corn),797769.365
Argentina,Republic of Korea,2018,Soya beans,0.0
Argentina,Republic of Korea,2018,Sunflower seed,1.2
Argentina,Republic of Moldova,2018,Sunflower seed,3.12
Argentina,Romania,2018,Maize (corn),480.66999999999996
Argentina,Romania,2018,Sunflower seed,62.08500000000001
Argentina,Russia,2018,Maize (corn),34.13
Argentina,Russia,2018,Soya beans,95002.9
Argentina,Russia,2018,Sunflower seed,237.02
Argentina,Rwanda,2018,Wheat,8010.0
Argentina,Saint Vincent and the Grenadines,2018,Maize (corn),11.89
Argentina,Saint Vincent and the Grenadines,2018,Soya beans,0.09
Argentina,Saudi Arabia,2018,Barley,797615.0
Argentina,Saudi Arabia,2018,Maize (corn),1372736.6800000002
Argentina,Saudi Arabia,2018,Sunflower seed,383.77
Argentina,Senegal,2018,Maize (corn),321617.5
Argentina,Senegal,2018,Sunflower seed,119.9
Argentina,Senegal,2018,Wheat,59472.0
Argentina,Serbia,2018,Maize (corn),75.4
Argentina,Serbia,2018,Sunflower seed,0.52
Argentina,Seychelles,2018,Maize (corn),1.85
Argentina,Sierra Leone,2018,Maize (corn),884.865
Argentina,Singapore,2018,Maize (corn),630.3
Argentina,Singapore,2018,Soya beans,0.01
Argentina,Singapore,2018,Sunflower seed,40.13
Argentina,Slovakia,2018,Maize (corn),25.0
Argentina,Solomon Islands,2018,Maize (corn),184.15
Argentina,South Africa,2018,Maize (corn),26.37
Argentina,South Africa,2018,Soya beans,10.085
Argentina,South Africa,2018,Sunflower seed,86.34
Argentina,South Africa,2018,Wheat,130665.875
Argentina,Spain,2018,Maize (corn),69169.59
Argentina,Spain,2018,Sunflower seed,7573.995
Argentina,Spain,2018,Wheat,0.21
Argentina,Sudan,2018,Maize (corn),208.0
Argentina,Suriname,2018,Sunflower seed,73.045
Argentina,Sweden,2018,Maize (corn),18.77
Argentina,Switzerland,2018,Bananas,0.11
Argentina,Switzerland,2018,Maize (corn),0.2
Argentina,Switzerland,2018,Sunflower seed,0.08
Argentina,Switzerland,2018,Wheat,6160.3
Argentina,Syrian Arab Republic,2018,Maize (corn),4377.05
Argentina,Taiwan,2018,Maize (corn),136764.5
Argentina,Taiwan,2018,Sunflower seed,253.365
Argentina,Thailand,2018,Maize (corn),328.92
Argentina,Thailand,2018,Sunflower seed,60.0
Argentina,Thailand,2018,Wheat,627017.0
Argentina,Togo,2018,Maize (corn),392.75
Argentina,Trinidad and Tobago,2018,Maize (corn),274.28499999999997
Argentina,Trinidad and Tobago,2018,Sunflower seed,382.19
Argentina,Tunisia,2018,Maize (corn),63717.35
Argentina,Tunisia,2018,Wheat,27500.0
Argentina,TÃ¼rkiye,2018,Maize (corn),19870.79
Argentina,TÃ¼rkiye,2018,Sunflower seed,1314.44
Argentina,Uganda,2018,Sunflower seed,1.08
Argentina,Uganda,2018,Wheat,99554.625
Argentina,Ukraine,2018,Maize (corn),44.05
Argentina,Ukraine,2018,Sunflower seed,697.02
Argentina,United Arab Emirates,2018,Barley,167913.16
Argentina,United Arab Emirates,2018,Maize (corn),277331.325
Argentina,United Arab Emirates,2018,Sunflower seed,632.31
Argentina,United Arab Emirates,2018,Wheat,1016.05
Argentina,United Kingdom of Great Britain and Northern Ireland,2018,Maize (corn),167039.87
Argentina,United Kingdom of Great Britain and Northern Ireland,2018,Sunflower seed,635.04
Argentina,United Kingdom of Great Britain and Northern Ireland,2018,Wheat,301.74
Argentina,United Republic of Tanzania,2018,Maize (corn),377.185
Argentina,United Republic of Tanzania,2018,Sunflower seed,0.04
Argentina,United States of America,2018,Maize (corn),126203.565
Argentina,United States of America,2018,Soya beans,52445.55
Argentina,United States of America,2018,Sunflower seed,10127.73
Argentina,United States of America,2018,Wheat,6232.79
Argentina,Uruguay,2018,Barley,52115.3
Argentina,Uruguay,2018,Cattle,16.46
Argentina,Uruguay,2018,Chickens,104.705
Argentina,Uruguay,2018,Maize (corn),242891.785
Argentina,Uruguay,2018,Potatoes,56.15
Argentina,Uruguay,2018,Rice,345.42
Argentina,Uruguay,2018,Soya beans,9144.875
Argentina,Uruguay,2018,Sunflower seed,355.88
Argentina,Uruguay,2018,Wheat,490.03499999999997
Argentina,Venezuela (Bolivarian Republic of),2018,Maize (corn),38823.795
Argentina,Venezuela (Bolivarian Republic of),2018,Rice,38245.97
Argentina,Venezuela (Bolivarian Republic of),2018,Sunflower seed,168.64499999999998
Argentina,Vietnam,2018,Barley,28731.510000000002
Argentina,Vietnam,2018,Maize (corn),4751730.484999999
Argentina,Vietnam,2018,Potatoes,426.9
Argentina,Vietnam,2018,Sunflower seed,0.61
Argentina,Vietnam,2018,Wheat,185345.6
Argentina,Yemen,2018,Maize (corn),604126.85
Argentina,Zimbabwe,2018,Wheat,4400.0
Armenia,Belgium,2018,Wheat,0.3
Armenia,France,2018,Wheat,4.625
Armenia,Georgia,2018,Bananas,95.71499999999999
Armenia,Georgia,2018,Chickens,1.04
Armenia,Georgia,2018,Potatoes,208.5
Armenia,Iraq,2018,Cattle,1491.185
Armenia,Russia,2018,Potatoes,299.41
Armenia,Russia,2018,Sunflower seed,35.06
Armenia,United Arab Emirates,2018,Sunflower seed,1.17
Armenia,United States of America,2018,Wheat,8.3
Australia,Austria,2018,Barley,0.3
Australia,Bahrain,2018,Barley,23.0
Australia,Bahrain,2018,Cattle,14.015
Australia,Bahrain,2018,Maize (corn),0.115
Australia,Bahrain,2018,Potatoes,46.21
Australia,Bahrain,2018,Sunflower seed,0.03
Australia,Bahrain,2018,Wheat,105316.7
Australia,Bangladesh,2018,Cattle,37.5
Australia,Bangladesh,2018,Chickens,20.0
Australia,Bangladesh,2018,Maize (corn),0.08
Australia,Bangladesh,2018,Wheat,91540.2
Australia,Belgium,2018,Barley,0.4
Australia,Belgium,2018,Maize (corn),0.03
Australia,Bhutan,2018,Chickens,3.0
Australia,Bolivia (Plurinational State of),2018,Sunflower seed,0.355
Australia,Brunei Darussalam,2018,Cattle,2233.25
Australia,Brunei Darussalam,2018,Potatoes,129.015
Australia,Brunei Darussalam,2018,Wheat,3.75
Australia,Cambodia,2018,Potatoes,1.62
Australia,Cambodia,2018,Wheat,13557.98
Australia,Canada,2018,Bananas,0.11
Australia,Canada,2018,Barley,1.0
Australia,Canada,2018,Maize (corn),1.005
Australia,Canada,2018,Wheat,583.265
Australia,Chile,2018,Maize (corn),1.54
Australia,China,2018,Barley,4443451.665
Australia,China,2018,Cattle,76130.98
Australia,China,2018,Maize (corn),2.065
Australia,China,2018,Wheat,481452.30000000005
Australia,Colombia,2018,Maize (corn),2.14
Australia,Denmark,2018,Barley,0.1
Australia,Egypt,2018,Barley,52.505
Australia,Egypt,2018,Wheat,217401.86
Australia,Fiji,2018,Barley,0.89
Australia,Fiji,2018,Maize (corn),25.53
Australia,Fiji,2018,Potatoes,237.435
Australia,Fiji,2018,Soya beans,58.96
Australia,Fiji,2018,Sunflower seed,1.58
Australia,Fiji,2018,Wheat,123367.725
Australia,France,2018,Soya beans,0.02
Australia,France,2018,Sunflower seed,0.0
Australia,France,2018,Wheat,0.42
Australia,French Polynesia,2018,Barley,64.48
Australia,French Polynesia,2018,Maize (corn),3.3
Australia,French Polynesia,2018,Potatoes,0.76
Australia,French Polynesia,2018,Soya beans,0.0
Australia,French Polynesia,2018,Wheat,372.67
Australia,Germany,2018,Barley,510.15999999999997
Australia,Germany,2018,Maize (corn),29.85
Australia,Germany,2018,Wheat,3.22
Australia,Guatemala,2018,Maize (corn),3.32
Australia,Hong Kong,2018,Bananas,5.28
Australia,Hong Kong,2018,Barley,41.845
Australia,Hong Kong,2018,Maize (corn),4.06
Australia,Hong Kong,2018,Potatoes,1702.8249999999998
Australia,Hong Kong,2018,Soya beans,1.88
Australia,Hong Kong,2018,Sunflower seed,20.255
Australia,Hong Kong,2018,Wheat,256.03999999999996
Australia,Hungary,2018,Maize (corn),0.01
Australia,Iceland,2018,Cattle,760.5
Australia,India,2018,Barley,64.91
Australia,India,2018,Cattle,915.0
Australia,India,2018,Maize (corn),0.04
Australia,India,2018,Wheat,30791.66
Australia,Indonesia,2018,Barley,0.26
Australia,Indonesia,2018,Cattle,371899.15249999997
Australia,Indonesia,2018,Maize (corn),1660.88
Australia,Indonesia,2018,Potatoes,4423.005
Australia,Indonesia,2018,Sunflower seed,5.01
Australia,Indonesia,2018,Wheat,2322748.7
Australia,Iran (Islamic Republic of),2018,Maize (corn),7.16
Australia,Iraq,2018,Wheat,699404.0
Australia,Israel,2018,Cattle,23227.25
Australia,Italy,2018,Wheat,163362.95500000002
Australia,Japan,2018,Bananas,87.9
Australia,Japan,2018,Barley,860864.49
Australia,Japan,2018,Cattle,7240.25
Australia,Japan,2018,Maize (corn),578.82
Australia,Japan,2018,Sunflower seed,16.54
Australia,Japan,2018,Wheat,885999.25
Australia,Jordan,2018,Cattle,100.0
Australia,Jordan,2018,Wheat,1033.24
Australia,Kenya,2018,Wheat,49555.0
Australia,Kiribati,2018,Maize (corn),1.475
Australia,Kiribati,2018,Potatoes,1.98
Australia,Kuwait,2018,Barley,125.4
Australia,Kuwait,2018,Cattle,409.495
Australia,Kuwait,2018,Potatoes,2.37
Australia,Kuwait,2018,Wheat,376790.0
Australia,Lao People's Democratic Republic,2018,Wheat,0.0
Australia,Macao,2018,Bananas,0.03
Australia,Macao,2018,Barley,1.0
Australia,Macao,2018,Potatoes,94.64
Australia,Macao,2018,Sunflower seed,1.57
Australia,Malawi,2018,Wheat,5030.0
Australia,Malaysia,2018,Barley,2191.395
Australia,Malaysia,2018,Cattle,18684.0
Australia,Malaysia,2018,Chickens,117.25
Australia,Malaysia,2018,Maize (corn),4.505
Australia,Malaysia,2018,Potatoes,2248.035
Australia,Malaysia,2018,Soya beans,5.38
Australia,Malaysia,2018,Sunflower seed,0.6
Australia,Malaysia,2018,Wheat,685928.05
Australia,Maldives,2018,Bananas,1.12
Australia,Maldives,2018,Barley,0.2
Australia,Maldives,2018,Maize (corn),1.78
Australia,Maldives,2018,Potatoes,77.805
Australia,Maldives,2018,Soya beans,1.58
Australia,Maldives,2018,Sunflower seed,0.72
Australia,Maldives,2018,Wheat,0.4
Australia,Mauritius,2018,Potatoes,763.2
Australia,Mauritius,2018,Wheat,62.25
Australia,Mexico,2018,Barley,0.0
Australia,Mexico,2018,Maize (corn),33.5
Australia,Mexico,2018,Wheat,1.97
Australia,Myanmar,2018,Barley,128.19
Australia,Myanmar,2018,Chickens,66.5
Australia,Myanmar,2018,Maize (corn),0.775
Australia,Myanmar,2018,Wheat,305068.845
Australia,Nauru,2018,Bananas,1.12
Australia,Nauru,2018,Potatoes,29.98
Australia,Nepal,2018,Chickens,21.5
Australia,Netherlands (Kingdom of the),2018,Maize (corn),0.12
Australia,Netherlands (Kingdom of the),2018,Sunflower seed,0.05
Australia,New Caledonia,2018,Barley,1255.34
Australia,New Caledonia,2018,Maize (corn),3.85
Australia,New Caledonia,2018,Potatoes,22.0
Australia,New Caledonia,2018,Sunflower seed,3.0
Australia,New Caledonia,2018,Wheat,25616.11
Australia,New Zealand,2018,Bananas,5.35
Australia,New Zealand,2018,Barley,13767.895
Australia,New Zealand,2018,Maize (corn),141.345
Australia,New Zealand,2018,Soya beans,666.45
Australia,New Zealand,2018,Sunflower seed,44.855
Australia,New Zealand,2018,Wheat,531056.4099999999
Australia,Nigeria,2018,Wheat,265040.0
Australia,Oman,2018,Potatoes,4.785
Australia,Oman,2018,Wheat,68129.8
Australia,Pakistan,2018,Barley,1179.295
Australia,Pakistan,2018,Cattle,2013.75
Australia,Pakistan,2018,Sunflower seed,666.54
Australia,Papua New Guinea,2018,Bananas,0.05
Australia,Papua New Guinea,2018,Barley,369.16
Australia,Papua New Guinea,2018,Maize (corn),341.45
Australia,Papua New Guinea,2018,Potatoes,100.33
Australia,Papua New Guinea,2018,Rice,250.0
Australia,Papua New Guinea,2018,Soya beans,143.67
Australia,Papua New Guinea,2018,Sunflower seed,0.02
Australia,Papua New Guinea,2018,Wheat,224846.7
Australia,Philippines,2018,Barley,5525.17
Australia,Philippines,2018,Cattle,6149.75
Australia,Philippines,2018,Chickens,141.5
Australia,Philippines,2018,Maize (corn),260.48
Australia,Philippines,2018,Potatoes,4618.5
Australia,Philippines,2018,Sunflower seed,1.25
Australia,Philippines,2018,Wheat,1432181.415
Australia,Portugal,2018,Bananas,0.01
Australia,Qatar,2018,Barley,22000.0
Australia,Qatar,2018,Cattle,532.9275
Australia,Qatar,2018,Maize (corn),6.37
Australia,Qatar,2018,Potatoes,229.865
Australia,Qatar,2018,Wheat,20881.2
Australia,Republic of Korea,2018,Bananas,0.0
Australia,Republic of Korea,2018,Barley,31110.89
Australia,Republic of Korea,2018,Maize (corn),60720.71
Australia,Republic of Korea,2018,Potatoes,19893.885000000002
Australia,Republic of Korea,2018,Soya beans,833.655
Australia,Republic of Korea,2018,Sunflower seed,0.0
Australia,Republic of Korea,2018,Wheat,1030838.6100000001
Australia,Russia,2018,Cattle,24876.9525
Australia,Samoa,2018,Maize (corn),48.98
Australia,Saudi Arabia,2018,Barley,66000.0
Australia,Saudi Arabia,2018,Maize (corn),659.72
Australia,Saudi Arabia,2018,Potatoes,12.045
Australia,Saudi Arabia,2018,Wheat,10329.76
Australia,Seychelles,2018,Potatoes,1.345
Australia,Singapore,2018,Bananas,14.885
Australia,Singapore,2018,Barley,251.165
Australia,Singapore,2018,Maize (corn),24.904999999999998
Australia,Singapore,2018,Potatoes,2128.5699999999997
Australia,Singapore,2018,Soya beans,0.55
Australia,Singapore,2018,Sunflower seed,0.055
Australia,Singapore,2018,Wheat,114949.89
Australia,Solomon Islands,2018,Maize (corn),0.17
Australia,Solomon Islands,2018,Potatoes,26.595000000000002
Australia,Solomon Islands,2018,Wheat,18893.34
Australia,South Africa,2018,Barley,1.0
Australia,South Africa,2018,Maize (corn),14.035
Australia,South Africa,2018,Sunflower seed,0.54
Australia,Spain,2018,Maize (corn),2098.72
Australia,Spain,2018,Wheat,0.0
Australia,Sri Lanka,2018,Cattle,123.0
Australia,Sri Lanka,2018,Potatoes,43.71
Australia,Sri Lanka,2018,Wheat,50358.97
