exporter,importer,year,commodity,trade_quantity
Argentina,Kenya,2020,Sunflower seed,0.0
Argentina,Kenya,2020,Wheat,576357.5
Argentina,Kuwait,2020,Barley,149459.0
Argentina,Kuwait,2020,Maize (corn),86134.12
Argentina,Kuwait,2020,Sunflower seed,203.75
Argentina,Lao People's Democratic Republic,2020,Maize (corn),12.0
Argentina,Latvia,2020,Maize (corn),1.0
Argentina,Lebanon,2020,Maize (corn),188398.0
Argentina,Lebanon,2020,Soya beans,3999.04
Argentina,Lebanon,2020,Sunflower seed,366.68
Argentina,Liberia,2020,Maize (corn),879.06
Argentina,Libya,2020,Maize (corn),24840.8
Argentina,Libya,2020,Sunflower seed,803.64
Argentina,Lithuania,2020,Maize (corn),77.005
Argentina,Lithuania,2020,Sunflower seed,157.8
Argentina,Malawi,2020,Wheat,5000.0
Argentina,Malaysia,2020,Maize (corn),2705432.45
Argentina,Malaysia,2020,Soya beans,18650.0
Argentina,Malaysia,2020,Sunflower seed,187.895
Argentina,Malaysia,2020,Wheat,62961.0
Argentina,Mali,2020,Maize (corn),1026.0
Argentina,Malta,2020,Maize (corn),14.8
Argentina,Mauritania,2020,Maize (corn),26.12
Argentina,Mauritius,2020,Maize (corn),124745.0
Argentina,Mauritius,2020,Sunflower seed,170.03
Argentina,Mexico,2020,Maize (corn),2646.09
Argentina,Mexico,2020,Sunflower seed,8971.970000000001
Argentina,Mongolia,2020,Bananas,0.65
Argentina,Montenegro,2020,Maize (corn),106.07
Argentina,Morocco,2020,Maize (corn),1565717.69
Argentina,Morocco,2020,Sunflower seed,660.76
Argentina,Morocco,2020,Wheat,27050.0
Argentina,Mozambique,2020,Wheat,53000.0
Argentina,Nepal,2020,Maize (corn),5087.945
Argentina,Netherlands (Kingdom of the),2020,Maize (corn),49832.53
Argentina,Netherlands (Kingdom of the),2020,Soya beans,35386.48
Argentina,New Zealand,2020,Maize (corn),24.56
Argentina,New Zealand,2020,Sunflower seed,73.67
Argentina,New Zealand,2020,Wheat,78124.65
Argentina,Nicaragua,2020,Maize (corn),334.51
Argentina,Nicaragua,2020,Sunflower seed,103.93
Argentina,Niger,2020,Maize (corn),376.495
Argentina,Nigeria,2020,Maize (corn),245207.0
Argentina,Nigeria,2020,Wheat,202565.0
Argentina,North Macedonia,2020,Maize (corn),714.7
Argentina,Norway,2020,Maize (corn),397.61
Argentina,Norway,2020,Sunflower seed,0.19
Argentina,Oman,2020,Barley,53641.0
Argentina,Oman,2020,Maize (corn),164498.13
Argentina,Oman,2020,Wheat,41573.0
Argentina,Pakistan,2020,Sunflower seed,0.56
Argentina,Panama,2020,Maize (corn),6876.305
Argentina,Panama,2020,Sunflower seed,677.865
Argentina,Paraguay,2020,Bananas,0.5
Argentina,Paraguay,2020,Cattle,79.35
Argentina,Paraguay,2020,Chickens,195.05
Argentina,Paraguay,2020,Maize (corn),579.275
Argentina,Paraguay,2020,Potatoes,55491.649999999994
Argentina,Paraguay,2020,Soya beans,4451.924999999999
Argentina,Paraguay,2020,Sunflower seed,119.79
Argentina,Peru,2020,Barley,96003.93
Argentina,Peru,2020,Maize (corn),3054827.7350000003
Argentina,Peru,2020,Soya beans,14950.01
Argentina,Peru,2020,Sunflower seed,645.5699999999999
Argentina,Peru,2020,Wheat,266269.08499999996
Argentina,Philippines,2020,Maize (corn),7069.83
Argentina,Philippines,2020,Sunflower seed,885.675
Argentina,Philippines,2020,Wheat,119465.0
Argentina,Poland,2020,Maize (corn),44716.020000000004
Argentina,Poland,2020,Soya beans,7857.39
Argentina,Poland,2020,Sunflower seed,39.44
Argentina,Portugal,2020,Bananas,24.0
Argentina,Portugal,2020,Maize (corn),231.8
Argentina,Qatar,2020,Maize (corn),2535.9950000000003
Argentina,Qatar,2020,Sunflower seed,80.25
Argentina,Republic of Korea,2020,Maize (corn),2749202.45
Argentina,Republic of Korea,2020,Soya beans,0.0
Argentina,Republic of Korea,2020,Wheat,0.01
Argentina,Republic of Moldova,2020,Maize (corn),2.25
Argentina,Republic of Moldova,2020,Sunflower seed,15.42
Argentina,Romania,2020,Maize (corn),244.45999999999998
Argentina,Romania,2020,Sunflower seed,15007.41
Argentina,Russia,2020,Soya beans,113591.0
Argentina,Russia,2020,Sunflower seed,48.34
Argentina,Rwanda,2020,Wheat,27500.0
Argentina,Saint Vincent and the Grenadines,2020,Maize (corn),16.39
Argentina,Saudi Arabia,2020,Barley,493981.0
Argentina,Saudi Arabia,2020,Maize (corn),1847752.26
Argentina,Saudi Arabia,2020,Soya beans,59804.4
Argentina,Saudi Arabia,2020,Sunflower seed,261.2
Argentina,Senegal,2020,Maize (corn),286262.05
Argentina,Senegal,2020,Soya beans,238.45
Argentina,Serbia,2020,Sunflower seed,0.2
Argentina,Sierra Leone,2020,Maize (corn),468.0
Argentina,Singapore,2020,Soya beans,0.82
Argentina,Singapore,2020,Sunflower seed,14.71
Argentina,Slovenia,2020,Maize (corn),25.0
Argentina,South Africa,2020,Maize (corn),77958.0
Argentina,South Africa,2020,Soya beans,1.32
Argentina,South Africa,2020,Sunflower seed,110.28999999999999
Argentina,South Africa,2020,Wheat,0.65
Argentina,Spain,2020,Maize (corn),36620.535
Argentina,Spain,2020,Rice,1700.04
Argentina,Spain,2020,Soya beans,49356.27
Argentina,Spain,2020,Sunflower seed,30250.945
Argentina,Spain,2020,Wheat,0.06
Argentina,Suriname,2020,Maize (corn),26.0
Argentina,Suriname,2020,Sunflower seed,44.68
Argentina,Sweden,2020,Maize (corn),113.99
Argentina,Sweden,2020,Sunflower seed,0.0
Argentina,Switzerland,2020,Maize (corn),23.26
Argentina,Switzerland,2020,Sunflower seed,0.03
Argentina,Switzerland,2020,Wheat,223.65
Argentina,Syrian Arab Republic,2020,Maize (corn),12907.2
Argentina,Taiwan,2020,Maize (corn),688017.0
Argentina,Taiwan,2020,Soya beans,76032.05
Argentina,Taiwan,2020,Sunflower seed,266.0
Argentina,Thailand,2020,Maize (corn),100.09
Argentina,Thailand,2020,Sunflower seed,93.0
Argentina,Thailand,2020,Wheat,561437.03
Argentina,Togo,2020,Maize (corn),189.75
Argentina,Trinidad and Tobago,2020,Maize (corn),334.28999999999996
Argentina,Trinidad and Tobago,2020,Sunflower seed,456.675
Argentina,Tunisia,2020,Barley,54563.2
Argentina,Tunisia,2020,Maize (corn),224930.08000000002
Argentina,Tunisia,2020,Soya beans,4666.88
Argentina,Tunisia,2020,Sunflower seed,56.6
Argentina,TÃ¼rkiye,2020,Maize (corn),116007.31
Argentina,TÃ¼rkiye,2020,Sunflower seed,61836.955
Argentina,Uganda,2020,Maize (corn),1.13
Argentina,Uganda,2020,Wheat,168762.805
Argentina,Ukraine,2020,Maize (corn),30.38
Argentina,Ukraine,2020,Sunflower seed,319.56
Argentina,United Arab Emirates,2020,Barley,119979.0
Argentina,United Arab Emirates,2020,Maize (corn),266839.2
Argentina,United Arab Emirates,2020,Sunflower seed,347.315
Argentina,United Arab Emirates,2020,Wheat,20825.7
Argentina,United Kingdom of Great Britain and Northern Ireland,2020,Maize (corn),218185.285
Argentina,United Kingdom of Great Britain and Northern Ireland,2020,Sunflower seed,342.55
Argentina,United Republic of Tanzania,2020,Maize (corn),391.895
Argentina,United Republic of Tanzania,2020,Sunflower seed,10.0
Argentina,United Republic of Tanzania,2020,Wheat,74851.0
Argentina,United States of America,2020,Barley,1126.98
Argentina,United States of America,2020,Maize (corn),217645.54
Argentina,United States of America,2020,Soya beans,75947.2
Argentina,United States of America,2020,Sunflower seed,23507.004999999997
Argentina,United States of America,2020,Wheat,11996.05
Argentina,Uruguay,2020,Barley,0.02
Argentina,Uruguay,2020,Cattle,30.5
Argentina,Uruguay,2020,Chickens,50.755
Argentina,Uruguay,2020,Maize (corn),36107.604999999996
Argentina,Uruguay,2020,Potatoes,261.88
Argentina,Uruguay,2020,Rice,6.0
Argentina,Uruguay,2020,Soya beans,1964.925
Argentina,Uruguay,2020,Sunflower seed,249.88
Argentina,Uruguay,2020,Wheat,12885.720000000001
Argentina,Venezuela (Bolivarian Republic of),2020,Maize (corn),86799.975
Argentina,Venezuela (Bolivarian Republic of),2020,Sunflower seed,482.15
Argentina,Vietnam,2020,Barley,32008.27
Argentina,Vietnam,2020,Maize (corn),7894723.35
Argentina,Vietnam,2020,Soya beans,73137.545
Argentina,Vietnam,2020,Sunflower seed,6.56
Argentina,Vietnam,2020,Wheat,248243.2
Argentina,Yemen,2020,Maize (corn),696227.0
Armenia,Belgium,2020,Maize (corn),0.13
Armenia,Belgium,2020,Wheat,3.85
Armenia,France,2020,Sunflower seed,4.66
Armenia,France,2020,Wheat,7.574999999999999
Armenia,Georgia,2020,Bananas,48.01
Armenia,Georgia,2020,Potatoes,468.855
Armenia,Georgia,2020,Sunflower seed,20.0
Armenia,Iran (Islamic Republic of),2020,Cattle,42.725
Armenia,Iraq,2020,Cattle,3118.745
Armenia,Latvia,2020,Wheat,0.69
Armenia,Lebanon,2020,Wheat,0.1
Armenia,Republic of Korea,2020,Maize (corn),6721.21
Armenia,Russia,2020,Potatoes,44.03
Armenia,Russia,2020,Sunflower seed,43.22
Armenia,Russia,2020,Wheat,14.05
Armenia,United States of America,2020,Wheat,16.884999999999998
Australia,Argentina,2020,Maize (corn),0.06
Australia,Argentina,2020,Sunflower seed,0.355
Australia,Argentina,2020,Wheat,2.38
Australia,Bahrain,2020,Barley,492.68499999999995
Australia,Bahrain,2020,Cattle,10.8
Australia,Bahrain,2020,Potatoes,47.72
Australia,Bahrain,2020,Rice,1.65
Australia,Bahrain,2020,Wheat,120889.05
Australia,Bangladesh,2020,Wheat,31511.45
Australia,Belgium,2020,Wheat,41.06
Australia,Bolivia (Plurinational State of),2020,Sunflower seed,0.25
Australia,Brunei Darussalam,2020,Cattle,4346.5
Australia,Brunei Darussalam,2020,Potatoes,155.815
Australia,Brunei Darussalam,2020,Wheat,7.75
Australia,Cambodia,2020,Barley,21.74
Australia,Cambodia,2020,Cattle,420.7325
Australia,Cambodia,2020,Wheat,4513.1
Australia,Canada,2020,Barley,0.0
Australia,Canada,2020,Maize (corn),0.38
Australia,Canada,2020,Wheat,0.01
Australia,Chile,2020,Maize (corn),0.0
Australia,Chile,2020,Rice,0.09
Australia,Chile,2020,Sunflower seed,0.0
Australia,China,2020,Bananas,0.0
Australia,China,2020,Barley,1479652.335
Australia,China,2020,Cattle,79294.725
Australia,China,2020,Maize (corn),4.125
Australia,China,2020,Sunflower seed,10.420000000000002
Australia,China,2020,Wheat,1656019.06
Australia,Colombia,2020,Maize (corn),0.15
Australia,Denmark,2020,Barley,0.0
Australia,Denmark,2020,Soya beans,0.0
Australia,Dominican Republic,2020,Soya beans,0.02
Australia,Egypt,2020,Wheat,247046.84500000003
Australia,Fiji,2020,Bananas,0.7150000000000001
Australia,Fiji,2020,Barley,101.43
Australia,Fiji,2020,Maize (corn),12.33
Australia,Fiji,2020,Potatoes,2.56
Australia,Fiji,2020,Sunflower seed,0.78
Australia,Fiji,2020,Wheat,164922.705
Australia,France,2020,Barley,0.09
Australia,France,2020,Wheat,0.1
Australia,French Polynesia,2020,Chickens,0.035
Australia,French Polynesia,2020,Maize (corn),1.6949999999999998
Australia,French Polynesia,2020,Potatoes,41.765
Australia,French Polynesia,2020,Wheat,1443.98
Australia,Germany,2020,Maize (corn),14.35
Australia,Guatemala,2020,Maize (corn),0.01
Australia,Hong Kong,2020,Bananas,2.6950000000000003
Australia,Hong Kong,2020,Barley,97.815
Australia,Hong Kong,2020,Maize (corn),5.24
Australia,Hong Kong,2020,Potatoes,2880.06
Australia,Hong Kong,2020,Wheat,246.375
Australia,Hungary,2020,Maize (corn),0.01
Australia,India,2020,Soya beans,123.85
Australia,India,2020,Wheat,125.42
Australia,Indonesia,2020,Barley,728.375
Australia,Indonesia,2020,Cattle,280612.48
Australia,Indonesia,2020,Maize (corn),900.04
Australia,Indonesia,2020,Potatoes,5760.005
Australia,Indonesia,2020,Rice,0.08
Australia,Indonesia,2020,Soya beans,0.03
Australia,Indonesia,2020,Sunflower seed,0.01
Australia,Indonesia,2020,Wheat,892202.2749999999
Australia,Iran (Islamic Republic of),2020,Maize (corn),9.09
Australia,Israel,2020,Cattle,13392.5
Australia,Japan,2020,Bananas,19.68
Australia,Japan,2020,Barley,638336.94
Australia,Japan,2020,Cattle,7361.75
Australia,Japan,2020,Sunflower seed,4.23
Australia,Japan,2020,Wheat,801651.99
Australia,Kenya,2020,Barley,1.03
Australia,Kenya,2020,Maize (corn),0.0
Australia,Kenya,2020,Wheat,46550.0
Australia,Kiribati,2020,Maize (corn),0.03
Australia,Kiribati,2020,Potatoes,2.54
Australia,Kuwait,2020,Bananas,2.73
Australia,Kuwait,2020,Barley,79313.93
Australia,Kuwait,2020,Cattle,13298.1725
Australia,Kuwait,2020,Potatoes,63.845
Australia,Kuwait,2020,Wheat,427020.5
Australia,Lebanon,2020,Rice,1.2
Australia,Lebanon,2020,Wheat,2953.9300000000003
Australia,Macao,2020,Barley,9.0
Australia,Macao,2020,Potatoes,59.31
Australia,Macao,2020,Soya beans,0.07
Australia,Macao,2020,Sunflower seed,0.09
Australia,Malaysia,2020,Barley,1657.67
Australia,Malaysia,2020,Cattle,13669.0
Australia,Malaysia,2020,Chickens,26.5
Australia,Malaysia,2020,Maize (corn),82.36500000000001
Australia,Malaysia,2020,Potatoes,5373.8
Australia,Malaysia,2020,Wheat,432452.93
Australia,Maldives,2020,Bananas,0.09
Australia,Maldives,2020,Barley,0.11
Australia,Maldives,2020,Maize (corn),0.95
Australia,Maldives,2020,Potatoes,64.14
Australia,Maldives,2020,Soya beans,0.18
Australia,Maldives,2020,Sunflower seed,0.15
Australia,Maldives,2020,Wheat,0.1
Australia,Mauritius,2020,Potatoes,465.5
Australia,Mauritius,2020,Wheat,60.81
Australia,Myanmar,2020,Barley,770.51
Australia,Myanmar,2020,Chickens,15.5
Australia,Myanmar,2020,Maize (corn),4.92
Australia,Myanmar,2020,Sunflower seed,0.02
Australia,Myanmar,2020,Wheat,244345.86
Australia,Nauru,2020,Bananas,8.72
Australia,Nauru,2020,Potatoes,22.26
Australia,Netherlands (Kingdom of the),2020,Maize (corn),0.15
Australia,New Caledonia,2020,Barley,2426.45
Australia,New Caledonia,2020,Maize (corn),12.07
Australia,New Caledonia,2020,Rice,37.99
Australia,New Caledonia,2020,Soya beans,0.0
Australia,New Caledonia,2020,Sunflower seed,3.09
Australia,New Caledonia,2020,Wheat,22099.79
Australia,New Zealand,2020,Bananas,13.424999999999999
Australia,New Zealand,2020,Barley,9610.435000000001
Australia,New Zealand,2020,Maize (corn),1259.03
Australia,New Zealand,2020,Soya beans,334.405
Australia,New Zealand,2020,Sunflower seed,42.15
Australia,New Zealand,2020,Wheat,351706.985
Australia,Norway,2020,Barley,1.2
Australia,Norway,2020,Rice,2.9
Australia,Oman,2020,Barley,19284.0
Australia,Oman,2020,Cattle,2410.3125
Australia,Oman,2020,Wheat,61185.0
Australia,Pakistan,2020,Barley,1157.42
Australia,Pakistan,2020,Cattle,1813.0
Australia,Pakistan,2020,Maize (corn),3.125
Australia,Pakistan,2020,Sunflower seed,801.945
Australia,Pakistan,2020,Wheat,130.32
Australia,Papua New Guinea,2020,Bananas,0.05
Australia,Papua New Guinea,2020,Barley,389.74
Australia,Papua New Guinea,2020,Maize (corn),107.75999999999999
Australia,Papua New Guinea,2020,Potatoes,69.94
Australia,Papua New Guinea,2020,Rice,16.98
Australia,Papua New Guinea,2020,Soya beans,43.32
Australia,Papua New Guinea,2020,Sunflower seed,1.595
Australia,Papua New Guinea,2020,Wheat,257795.36
Australia,Peru,2020,Barley,396.16
Australia,Peru,2020,Cattle,5.45
Australia,Philippines,2020,Barley,13194.195
Australia,Philippines,2020,Cattle,9939.25
Australia,Philippines,2020,Chickens,29.0
Australia,Philippines,2020,Maize (corn),738.4100000000001
Australia,Philippines,2020,Potatoes,6599.665
Australia,Philippines,2020,Sunflower seed,1.57
Australia,Philippines,2020,Wheat,650698.675
Australia,Poland,2020,Barley,0.36
Australia,Qatar,2020,Bananas,0.01
Australia,Qatar,2020,Barley,170402.15
Australia,Qatar,2020,Cattle,1745.5625
Australia,Qatar,2020,Maize (corn),0.05
Australia,Qatar,2020,Potatoes,1980.1399999999999
Australia,Qatar,2020,Wheat,42000.0
Australia,Republic of Korea,2020,Barley,38545.345
Australia,Republic of Korea,2020,Maize (corn),46328.65
Australia,Republic of Korea,2020,Potatoes,13057.630000000001
Australia,Republic of Korea,2020,Soya beans,254.005
Australia,Republic of Korea,2020,Sunflower seed,0.0
Australia,Republic of Korea,2020,Wheat,1050012.845
Australia,Russia,2020,Cattle,18271.6875
Australia,Saudi Arabia,2020,Barley,309562.05
Australia,Saudi Arabia,2020,Maize (corn),48.0
Australia,Saudi Arabia,2020,Potatoes,155.05
Australia,Saudi Arabia,2020,Soya beans,0.25
Australia,Saudi Arabia,2020,Wheat,71386.89
Australia,Seychelles,2020,Potatoes,22.77
Australia,Singapore,2020,Bananas,139.365
Australia,Singapore,2020,Barley,36.52
Australia,Singapore,2020,Maize (corn),86.195
Australia,Singapore,2020,Potatoes,4610.615
Australia,Singapore,2020,Soya beans,20.95
