exporter,importer,year,commodity,trade_quantity
Angola,France,2021,Potatoes,0.07
Angola,Guinea,2021,Potatoes,0.1
Angola,Hong Kong,2021,Bananas,0.0
Angola,Iceland,2021,Bananas,0.02
Angola,Iceland,2021,Maize (corn),0.01
Angola,Italy,2021,Maize (corn),0.03
Angola,Kuwait,2021,Barley,0.02
Angola,Liberia,2021,Bananas,0.03
Angola,Liberia,2021,Potatoes,0.01
Angola,Malta,2021,Potatoes,0.59
Angola,Morocco,2021,Bananas,388.12
Angola,Mozambique,2021,Potatoes,0.05
Angola,Namibia,2021,Bananas,23.73
Angola,Namibia,2021,Cattle,2.505
Angola,Namibia,2021,Potatoes,0.01
Angola,Namibia,2021,Soya beans,0.03
Angola,Namibia,2021,Wheat,0.03
Angola,Netherlands (Kingdom of the),2021,Wheat,0.0
Angola,Panama,2021,Bananas,0.07
Angola,Portugal,2021,Bananas,8299.105
Angola,Portugal,2021,Potatoes,0.12
Angola,Russia,2021,Bananas,40.135000000000005
Angola,South Africa,2021,Bananas,69.26
Angola,South Africa,2021,Maize (corn),0.0
Angola,South Africa,2021,Potatoes,0.02
Angola,Spain,2021,Potatoes,14.79
Angola,United Kingdom of Great Britain and Northern Ireland,2021,Cattle,0.505
Angola,United Kingdom of Great Britain and Northern Ireland,2021,Potatoes,0.62
Angola,United States of America,2021,Chickens,0.015
Angola,Venezuela (Bolivarian Republic of),2021,Bananas,0.06
Antigua and Barbuda,Bahrain,2021,Maize (corn),0.5
Antigua and Barbuda,Burkina Faso,2021,Chickens,9.005
Antigua and Barbuda,Denmark,2021,Maize (corn),2.4
Antigua and Barbuda,Gambia,2021,Wheat,33500.0
Antigua and Barbuda,Hungary,2021,Wheat,0.02
Antigua and Barbuda,Lebanon,2021,Sunflower seed,124.28
Antigua and Barbuda,Republic of Korea,2021,Maize (corn),2780.0
Antigua and Barbuda,Saint Vincent and the Grenadines,2021,Maize (corn),0.38
Antigua and Barbuda,Saint Vincent and the Grenadines,2021,Rice,0.3
Antigua and Barbuda,United Republic of Tanzania,2021,Maize (corn),52.52
Argentina,Algeria,2021,Maize (corn),2591985.0
Argentina,Algeria,2021,Wheat,236033.5
Argentina,Angola,2021,Maize (corn),65775.94
Argentina,Angola,2021,Wheat,88733.2
Argentina,Australia,2021,Maize (corn),337.5
Argentina,Austria,2021,Maize (corn),14.69
Argentina,Austria,2021,Sunflower seed,0.0
Argentina,Azerbaijan,2021,Maize (corn),546.8
Argentina,Bahrain,2021,Maize (corn),248.42
Argentina,Bangladesh,2021,Maize (corn),265578.0
Argentina,Bangladesh,2021,Wheat,224938.0
Argentina,Belarus,2021,Maize (corn),11.99
Argentina,Belarus,2021,Sunflower seed,0.01
Argentina,Belgium,2021,Maize (corn),467.0
Argentina,Belgium,2021,Rice,8.06
Argentina,Belgium,2021,Soya beans,0.07
Argentina,Belgium,2021,Sunflower seed,172.69
Argentina,Benin,2021,Maize (corn),1824.09
Argentina,Bolivia (Plurinational State of),2021,Barley,667.0
Argentina,Bolivia (Plurinational State of),2021,Maize (corn),28035.739999999998
Argentina,Bolivia (Plurinational State of),2021,Rice,0.01
Argentina,Bolivia (Plurinational State of),2021,Soya beans,4742.235000000001
Argentina,Bolivia (Plurinational State of),2021,Sunflower seed,1037.6599999999999
Argentina,Bolivia (Plurinational State of),2021,Wheat,47866.535
Argentina,Bosnia and Herzegovina,2021,Maize (corn),281.52
Argentina,Brazil,2021,Barley,389154.755
Argentina,Brazil,2021,Maize (corn),1397081.065
Argentina,Brazil,2021,Potatoes,768.655
Argentina,Brazil,2021,Soya beans,3670.21
Argentina,Brazil,2021,Sunflower seed,9957.974999999999
Argentina,Brazil,2021,Wheat,5473294.955
Argentina,Brunei Darussalam,2021,Maize (corn),20700.0
Argentina,Brunei Darussalam,2021,Soya beans,9600.0
Argentina,Bulgaria,2021,Maize (corn),1092.67
Argentina,Bulgaria,2021,Soya beans,0.0
Argentina,Bulgaria,2021,Sunflower seed,1185.97
Argentina,Burkina Faso,2021,Maize (corn),179.0
Argentina,Burkina Faso,2021,Wheat,2589.89
Argentina,Burundi,2021,Wheat,5300.0
Argentina,Cabo Verde,2021,Maize (corn),16114.18
Argentina,Cambodia,2021,Maize (corn),176404.42
Argentina,Cambodia,2021,Wheat,2861.61
Argentina,Cameroon,2021,Maize (corn),20086.415
Argentina,Cameroon,2021,Wheat,15385.6
Argentina,Canada,2021,Maize (corn),95.67
Argentina,Canada,2021,Soya beans,6583.6849999999995
Argentina,Canada,2021,Sunflower seed,62.95
Argentina,Canada,2021,Wheat,0.78
Argentina,Chile,2021,Barley,23115.25
Argentina,Chile,2021,Chickens,0.0
Argentina,Chile,2021,Maize (corn),1978173.88
Argentina,Chile,2021,Potatoes,1248.125
Argentina,Chile,2021,Soya beans,81189.375
Argentina,Chile,2021,Sunflower seed,1155.73
Argentina,Chile,2021,Wheat,889016.46
Argentina,China,2021,Barley,1807984.5
Argentina,China,2021,Maize (corn),389.97
Argentina,China,2021,Soya beans,3590991.5
Argentina,China,2021,Sunflower seed,0.01
Argentina,Colombia,2021,Barley,196239.1
Argentina,Colombia,2021,Cattle,8.75
Argentina,Colombia,2021,Maize (corn),1099284.9900000002
Argentina,Colombia,2021,Sunflower seed,1649.3400000000001
Argentina,Colombia,2021,Wheat,16500.0
Argentina,Congo,2021,Maize (corn),8477.135
Argentina,Congo,2021,Wheat,35305.0
Argentina,Costa Rica,2021,Maize (corn),336.88
Argentina,Costa Rica,2021,Sunflower seed,280.32
Argentina,Croatia,2021,Maize (corn),202.5
Argentina,Cuba,2021,Maize (corn),449895.0
Argentina,Cuba,2021,Wheat,21175.0
Argentina,Cyprus,2021,Maize (corn),154.72
Argentina,Czechia,2021,Maize (corn),458.6
Argentina,CÃ´te d'Ivoire,2021,Maize (corn),90469.02
Argentina,CÃ´te d'Ivoire,2021,Wheat,139026.6
Argentina,Democratic Republic of the Congo,2021,Maize (corn),43519.31
Argentina,Democratic Republic of the Congo,2021,Wheat,6292.0
Argentina,Denmark,2021,Barley,0.01
Argentina,Denmark,2021,Maize (corn),3010.96
Argentina,Djibouti,2021,Maize (corn),1163.53
Argentina,Dominican Republic,2021,Maize (corn),298316.82999999996
Argentina,Dominican Republic,2021,Sunflower seed,473.94500000000005
Argentina,Dominican Republic,2021,Wheat,7700.0
Argentina,Ecuador,2021,Barley,15000.0
Argentina,Ecuador,2021,Maize (corn),50603.065
Argentina,Ecuador,2021,Sunflower seed,1248.08
Argentina,Ecuador,2021,Wheat,156049.475
Argentina,Egypt,2021,Maize (corn),2919269.59
Argentina,Egypt,2021,Soya beans,622009.04
Argentina,Egypt,2021,Sunflower seed,19.58
Argentina,Egypt,2021,Wheat,942.36
Argentina,El Salvador,2021,Maize (corn),398.16999999999996
Argentina,El Salvador,2021,Sunflower seed,70.34
Argentina,Ethiopia,2021,Maize (corn),1516.64
Argentina,Fiji,2021,Maize (corn),51.26
Argentina,France,2021,Barley,5.84
Argentina,France,2021,Maize (corn),160.22
Argentina,France,2021,Soya beans,0.31
Argentina,France,2021,Sunflower seed,337.31
Argentina,France,2021,Wheat,0.39
Argentina,Gabon,2021,Maize (corn),438.895
Argentina,Gambia,2021,Maize (corn),286.82
Argentina,Gambia,2021,Wheat,32.4
Argentina,Georgia,2021,Maize (corn),130.0
Argentina,Germany,2021,Barley,2.82
Argentina,Germany,2021,Maize (corn),6149.9
Argentina,Germany,2021,Soya beans,0.77
Argentina,Germany,2021,Sunflower seed,667.58
Argentina,Ghana,2021,Maize (corn),84034.305
Argentina,Ghana,2021,Potatoes,0.0
Argentina,Ghana,2021,Soya beans,0.09
Argentina,Greece,2021,Maize (corn),1012.98
Argentina,Guatemala,2021,Maize (corn),28803.49
Argentina,Guatemala,2021,Soya beans,1.81
Argentina,Guatemala,2021,Sunflower seed,739.82
Argentina,Guinea,2021,Maize (corn),260.0
Argentina,Guinea,2021,Wheat,71463.0
Argentina,Guyana,2021,Soya beans,0.0
Argentina,Honduras,2021,Maize (corn),505.13
Argentina,Honduras,2021,Sunflower seed,635.05
Argentina,Hungary,2021,Maize (corn),50.61
Argentina,Hungary,2021,Sunflower seed,0.23
Argentina,Hungary,2021,Wheat,0.01
Argentina,India,2021,Maize (corn),4275.68
Argentina,India,2021,Sunflower seed,0.01
Argentina,Indonesia,2021,Maize (corn),625458.865
Argentina,Indonesia,2021,Soya beans,89951.0
Argentina,Indonesia,2021,Sunflower seed,610.68
Argentina,Indonesia,2021,Wheat,571980.9
Argentina,Ireland,2021,Maize (corn),32.17
Argentina,Israel,2021,Maize (corn),55040.25
Argentina,Israel,2021,Sunflower seed,348.65
Argentina,Israel,2021,Wheat,1616.34
Argentina,Italy,2021,Maize (corn),4401.05
Argentina,Italy,2021,Soya beans,3.52
Argentina,Italy,2021,Sunflower seed,388.64
Argentina,Italy,2021,Wheat,0.12
Argentina,Jamaica,2021,Maize (corn),0.2
Argentina,Japan,2021,Maize (corn),1054238.5
Argentina,Japan,2021,Soya beans,51.0
Argentina,Japan,2021,Sunflower seed,153.0
Argentina,Jordan,2021,Maize (corn),534792.4349999999
Argentina,Jordan,2021,Soya beans,11254.53
Argentina,Jordan,2021,Sunflower seed,41.88
Argentina,Kazakhstan,2021,Sunflower seed,6.86
Argentina,Kenya,2021,Maize (corn),374.0
Argentina,Kenya,2021,Sunflower seed,36.0
Argentina,Kenya,2021,Wheat,360594.7
Argentina,Kuwait,2021,Maize (corn),92899.51999999999
Argentina,Kuwait,2021,Soya beans,13.63
Argentina,Kuwait,2021,Sunflower seed,143.64
Argentina,Kyrgyzstan,2021,Maize (corn),2.7
Argentina,Latvia,2021,Maize (corn),9.0
Argentina,Lebanon,2021,Maize (corn),22967.295000000002
Argentina,Lebanon,2021,Sunflower seed,352.14
Argentina,Liberia,2021,Maize (corn),777.68
Argentina,Lithuania,2021,Maize (corn),51.5
Argentina,Lithuania,2021,Sunflower seed,19.36
Argentina,Madagascar,2021,Maize (corn),0.99
Argentina,Madagascar,2021,Wheat,25224.8
Argentina,Malawi,2021,Wheat,2558.18
Argentina,Malaysia,2021,Maize (corn),2803845.0
Argentina,Malaysia,2021,Soya beans,126208.0
Argentina,Malaysia,2021,Sunflower seed,279.37
Argentina,Maldives,2021,Bananas,0.04
Argentina,Maldives,2021,Maize (corn),0.04
Argentina,Maldives,2021,Potatoes,0.07
Argentina,Mali,2021,Maize (corn),206.8
Argentina,Malta,2021,Maize (corn),8.0
Argentina,Mauritania,2021,Maize (corn),9975.32
Argentina,Mauritania,2021,Wheat,137968.0
Argentina,Mauritius,2021,Maize (corn),96708.0
Argentina,Mauritius,2021,Sunflower seed,272.66
Argentina,Mexico,2021,Maize (corn),140.8
Argentina,Mexico,2021,Sunflower seed,14334.725
Argentina,Montenegro,2021,Maize (corn),71.54
Argentina,Morocco,2021,Maize (corn),1171663.32
Argentina,Morocco,2021,Soya beans,9137.0
Argentina,Morocco,2021,Sunflower seed,138.0
Argentina,Morocco,2021,Wheat,545964.75
Argentina,Mozambique,2021,Wheat,60000.0
Argentina,Nepal,2021,Maize (corn),13327.2
Argentina,Netherlands (Kingdom of the),2021,Maize (corn),13354.005000000001
Argentina,Netherlands (Kingdom of the),2021,Soya beans,8.69
Argentina,Netherlands (Kingdom of the),2021,Sunflower seed,438.13
Argentina,Nicaragua,2021,Maize (corn),411.21
Argentina,Nicaragua,2021,Sunflower seed,76.67
Argentina,North Macedonia,2021,Maize (corn),534.4
Argentina,Norway,2021,Maize (corn),167.62
Argentina,Norway,2021,Sunflower seed,0.23
Argentina,Oman,2021,Maize (corn),19306.199999999997
Argentina,Pakistan,2021,Maize (corn),1.0
Argentina,Pakistan,2021,Sunflower seed,0.07
Argentina,Pakistan,2021,Wheat,59600.0
Argentina,Panama,2021,Barley,27.7
Argentina,Panama,2021,Maize (corn),15230.575
Argentina,Panama,2021,Sunflower seed,502.325
Argentina,Paraguay,2021,Bananas,31.0
Argentina,Paraguay,2021,Cattle,32.3
Argentina,Paraguay,2021,Chickens,73.68
Argentina,Paraguay,2021,Maize (corn),39484.55
Argentina,Paraguay,2021,Potatoes,53092.01
Argentina,Paraguay,2021,Soya beans,9089.455
Argentina,Paraguay,2021,Sunflower seed,156.44
Argentina,Peru,2021,Barley,41269.2
Argentina,Peru,2021,Maize (corn),3016601.87
Argentina,Peru,2021,Soya beans,41730.8
Argentina,Peru,2021,Sunflower seed,498.04
Argentina,Peru,2021,Wheat,147110.5
Argentina,Philippines,2021,Maize (corn),6177.7300000000005
Argentina,Philippines,2021,Soya beans,19950.0
Argentina,Philippines,2021,Sunflower seed,1528.935
Argentina,Poland,2021,Maize (corn),51257.07
Argentina,Poland,2021,Soya beans,9519.67
Argentina,Poland,2021,Sunflower seed,142.0
Argentina,Poland,2021,Wheat,0.0
Argentina,Portugal,2021,Maize (corn),293.18
Argentina,Portugal,2021,Soya beans,0.0
Argentina,Portugal,2021,Sunflower seed,19809.97
Argentina,Qatar,2021,Maize (corn),5566.805
Argentina,Qatar,2021,Sunflower seed,20.0
Argentina,Republic of Korea,2021,Maize (corn),4663158.5
Argentina,Republic of Korea,2021,Wheat,0.0
Argentina,Republic of Moldova,2021,Maize (corn),5.0
Argentina,Republic of Moldova,2021,Sunflower seed,1639.62
Argentina,Romania,2021,Maize (corn),619.37
Argentina,Romania,2021,Soya beans,0.0
Argentina,Romania,2021,Sunflower seed,27374.7
Argentina,Russia,2021,Soya beans,130920.3
Argentina,Russia,2021,Sunflower seed,320.09
Argentina,Rwanda,2021,Wheat,28000.0
Argentina,Saint Vincent and the Grenadines,2021,Maize (corn),13.39
Argentina,Saudi Arabia,2021,Maize (corn),1694056.505
Argentina,Saudi Arabia,2021,Soya beans,61996.4
Argentina,Saudi Arabia,2021,Sunflower seed,44.24
Argentina,Senegal,2021,Maize (corn),222215.95
Argentina,Senegal,2021,Soya beans,436.42
Argentina,Senegal,2021,Wheat,95237.0
Argentina,Serbia,2021,Sunflower seed,0.22
Argentina,Sierra Leone,2021,Maize (corn),338.0
Argentina,Singapore,2021,Maize (corn),0.0
Argentina,Singapore,2021,Soya beans,0.0
Argentina,Singapore,2021,Sunflower seed,43.0
Argentina,South Africa,2021,Maize (corn),2.06
Argentina,South Africa,2021,Soya beans,73.84
Argentina,South Africa,2021,Sunflower seed,141.99
Argentina,South Africa,2021,Wheat,22000.83
Argentina,Spain,2021,Maize (corn),45577.14
Argentina,Spain,2021,Rice,39.62
Argentina,Spain,2021,Soya beans,0.0
Argentina,Spain,2021,Sunflower seed,25997.485
Argentina,Spain,2021,Wheat,0.14
Argentina,Suriname,2021,Maize (corn),13.65
Argentina,Suriname,2021,Sunflower seed,85.94
Argentina,Sweden,2021,Maize (corn),8.28
Argentina,Sweden,2021,Soya beans,0.0
Argentina,Sweden,2021,Sunflower seed,0.0
Argentina,Switzerland,2021,Maize (corn),0.96
Argentina,Switzerland,2021,Wheat,1237.2
Argentina,Taiwan,2021,Maize (corn),932429.35
Argentina,Taiwan,2021,Soya beans,2506.0
Argentina,Taiwan,2021,Sunflower seed,199.5
Argentina,Thailand,2021,Maize (corn),329.18
Argentina,Thailand,2021,Sunflower seed,103.3
Argentina,Thailand,2021,Wheat,167313.9
Argentina,Togo,2021,Maize (corn),301.69
Argentina,Togo,2021,Wheat,4401.61
Argentina,Trinidad and Tobago,2021,Maize (corn),127.72
Argentina,Trinidad and Tobago,2021,Sunflower seed,215.14
Argentina,Tunisia,2021,Maize (corn),267632.4
Argentina,Tunisia,2021,Soya beans,5467.34
Argentina,Tunisia,2021,Sunflower seed,116.28
Argentina,Tunisia,2021,Wheat,25300.0
Argentina,TÃ¼rkiye,2021,Maize (corn),47883.36
Argentina,TÃ¼rkiye,2021,Soya beans,0.01
Argentina,TÃ¼rkiye,2021,Sunflower seed,48525.47
Argentina,Uganda,2021,Maize (corn),0.9
Argentina,Uganda,2021,Sunflower seed,35.0
Argentina,Uganda,2021,Wheat,173460.97999999998
Argentina,Ukraine,2021,Maize (corn),26.0
Argentina,Ukraine,2021,Sunflower seed,512.95
Argentina,United Arab Emirates,2021,Barley,25674.2
Argentina,United Arab Emirates,2021,Maize (corn),394166.54500000004
Argentina,United Arab Emirates,2021,Sunflower seed,321.565
Argentina,United Kingdom of Great Britain and Northern Ireland,2021,Maize (corn),211518.33500000002
Argentina,United Kingdom of Great Britain and Northern Ireland,2021,Sunflower seed,1041.92
Argentina,United Republic of Tanzania,2021,Maize (corn),173.985
Argentina,United Republic of Tanzania,2021,Wheat,75701.2
Argentina,United States of America,2021,Maize (corn),160442.915
Argentina,United States of America,2021,Rice,5.66
Argentina,United States of America,2021,Soya beans,98601.70499999999
Argentina,United States of America,2021,Sunflower seed,17213.745
Argentina,United States of America,2021,Wheat,1.89
Argentina,Uruguay,2021,Barley,84.0
Argentina,Uruguay,2021,Cattle,86.02
Argentina,Uruguay,2021,Chickens,41.19
Argentina,Uruguay,2021,Maize (corn),63472.990000000005
Argentina,Uruguay,2021,Potatoes,27.5
Argentina,Uruguay,2021,Rice,73.88
Argentina,Uruguay,2021,Soya beans,60423.43
Argentina,Uruguay,2021,Sunflower seed,507.255
Argentina,Uruguay,2021,Wheat,1363.335
Argentina,Venezuela (Bolivarian Republic of),2021,Maize (corn),85916.48
Argentina,Vietnam,2021,Maize (corn),6349450.15
Argentina,Vietnam,2021,Soya beans,12864.62
Argentina,Vietnam,2021,Sunflower seed,13.24
Argentina,Vietnam,2021,Wheat,166405.35
Argentina,Yemen,2021,Maize (corn),625740.8
Argentina,Zambia,2021,Sunflower seed,0.01
Argentina,Zambia,2021,Wheat,30.0
Argentina,Zimbabwe,2021,Wheat,16000.0
Armenia,Belarus,2021,Rice,2.6
Armenia,Belgium,2021,Maize (corn),0.17
Armenia,Belgium,2021,Sunflower seed,0.12
Armenia,Belgium,2021,Wheat,2.2
Armenia,Georgia,2021,Chickens,2.91
Armenia,Georgia,2021,Potatoes,9.55
Armenia,Georgia,2021,Wheat,2378.55
Armenia,Iran (Islamic Republic of),2021,Maize (corn),2200.0
Armenia,Iran (Islamic Republic of),2021,Potatoes,17.48
Armenia,Iraq,2021,Cattle,10365.68
Armenia,Kuwait,2021,Cattle,534.79
Armenia,Lebanon,2021,Cattle,27.565
Armenia,Russia,2021,Bananas,0.12
Armenia,Russia,2021,Maize (corn),0.32
Armenia,Russia,2021,Potatoes,576.81
Armenia,Russia,2021,Wheat,50.47
Armenia,United States of America,2021,Wheat,30.11
Australia,Argentina,2021,Maize (corn),0.12
Australia,Argentina,2021,Rice,3.0
Australia,Argentina,2021,Sunflower seed,0.05
Australia,Bahrain,2021,Barley,253.39
Australia,Bahrain,2021,Potatoes,62.739999999999995
Australia,Bahrain,2021,Wheat,78148.85500000001
Australia,Bangladesh,2021,Maize (corn),4.0
Australia,Bangladesh,2021,Potatoes,170.0
Australia,Bangladesh,2021,Wheat,451240.6
Australia,Belgium,2021,Barley,0.45
Australia,Belgium,2021,Maize (corn),0.01
Australia,Bolivia (Plurinational State of),2021,Sunflower seed,0.34
Australia,Botswana,2021,Maize (corn),0.0
Australia,Brunei Darussalam,2021,Cattle,7584.0
Australia,Brunei Darussalam,2021,Maize (corn),0.32
Australia,Brunei Darussalam,2021,Potatoes,153.13
Australia,Brunei Darussalam,2021,Wheat,7.4
Australia,Bulgaria,2021,Potatoes,270.0
Australia,Burundi,2021,Wheat,13520.5
Australia,Cambodia,2021,Barley,1100.0
Australia,Cambodia,2021,Potatoes,6.62
Australia,Cambodia,2021,Wheat,11072.05
Australia,Canada,2021,Barley,0.0
Australia,Canada,2021,Maize (corn),0.1
Australia,Chile,2021,Maize (corn),0.01
Australia,Chile,2021,Sunflower seed,0.0
Australia,China,2021,Cattle,56272.7325
Australia,China,2021,Maize (corn),12.44
Australia,China,2021,Sunflower seed,1.23
Australia,China,2021,Wheat,2839489.835
Australia,Cook Islands,2021,Sunflower seed,0.06
Australia,Czechia,2021,Barley,0.0
Australia,Denmark,2021,Barley,14.3
Australia,Ecuador,2021,Barley,31767.300000000003
Australia,Egypt,2021,Maize (corn),1244.94
Australia,Egypt,2021,Sunflower seed,6.680000000000001
Australia,Egypt,2021,Wheat,282603.59500000003
Australia,Eswatini,2021,Wheat,25525.6
Australia,Ethiopia,2021,Barley,39082.9
Australia,Fiji,2021,Bananas,0.3
Australia,Fiji,2021,Barley,124.195
Australia,Fiji,2021,Maize (corn),16.03
Australia,Fiji,2021,Potatoes,48.98
Australia,Fiji,2021,Rice,1.11
Australia,Fiji,2021,Sunflower seed,1.43
Australia,Fiji,2021,Wheat,140504.13
Australia,Finland,2021,Wheat,0.27
Australia,France,2021,Barley,0.02
Australia,France,2021,Maize (corn),0.03
Australia,France,2021,Soya beans,0.51
Australia,France,2021,Wheat,4.92
Australia,French Polynesia,2021,Maize (corn),308.385
Australia,French Polynesia,2021,Potatoes,12.765
Australia,French Polynesia,2021,Wheat,626.12
Australia,Germany,2021,Maize (corn),4.26
Australia,Germany,2021,Sunflower seed,0.01
Australia,Ghana,2021,Sunflower seed,0.6
Australia,Greece,2021,Barley,0.03
Australia,Hong Kong,2021,Bananas,1.2850000000000001
Australia,Hong Kong,2021,Barley,58.595
Australia,Hong Kong,2021,Maize (corn),30.65
Australia,Hong Kong,2021,Potatoes,2095.685
Australia,Hong Kong,2021,Rice,0.01
Australia,Hong Kong,2021,Sunflower seed,0.66
Australia,Hong Kong,2021,Wheat,969.3499999999999
Australia,Hungary,2021,Maize (corn),0.01
Australia,Iceland,2021,Soya beans,0.04
Australia,India,2021,Barley,771.06
Australia,India,2021,Wheat,50.9
Australia,Indonesia,2021,Barley,3729.6800000000003
Australia,Indonesia,2021,Cattle,260774.4325
Australia,Indonesia,2021,Chickens,9.49
Australia,Indonesia,2021,Maize (corn),300.0
Australia,Indonesia,2021,Potatoes,4157.889999999999
Australia,Indonesia,2021,Rice,0.04
Australia,Indonesia,2021,Soya beans,0.0
Australia,Indonesia,2021,Sunflower seed,26.0
Australia,Indonesia,2021,Wheat,4815556.15
Australia,Iran (Islamic Republic of),2021,Barley,192487.0
Australia,Iran (Islamic Republic of),2021,Sunflower seed,0.01
Australia,Iraq,2021,Barley,64824.0
Australia,Ireland,2021,Maize (corn),0.02
Australia,Ireland,2021,Wheat,1.11
Australia,Israel,2021,Cattle,12452.0
Australia,Israel,2021,Maize (corn),1.9649999999999999
Australia,Italy,2021,Wheat,447229.21
Australia,Japan,2021,Bananas,44.32
Australia,Japan,2021,Barley,1157612.75
Australia,Japan,2021,Cattle,6016.25
Australia,Japan,2021,Maize (corn),1869.16
Australia,Japan,2021,Sunflower seed,25.759999999999998
Australia,Japan,2021,Wheat,1135957.3
Australia,Jordan,2021,Barley,63000.0
Australia,Kenya,2021,Maize (corn),247.03
Australia,Kenya,2021,Wheat,528161.3049999999
Australia,Kiribati,2021,Cattle,1.0
Australia,Kiribati,2021,Potatoes,5.21
Australia,Kiribati,2021,Rice,0.35
Australia,Kiribati,2021,Soya beans,0.09
Australia,Kuwait,2021,Bananas,7.03
Australia,Kuwait,2021,Barley,480861.88
Australia,Kuwait,2021,Cattle,1515.3525
Australia,Kuwait,2021,Maize (corn),0.97
Australia,Kuwait,2021,Potatoes,127.11500000000001
Australia,Kuwait,2021,Soya beans,0.03
Australia,Kuwait,2021,Wheat,421008.71499999997
Australia,Lao People's Democratic Republic,2021,Cattle,19.41
Australia,Lao People's Democratic Republic,2021,Wheat,2010.02
Australia,Lebanon,2021,Maize (corn),2.57
Australia,Lebanon,2021,Rice,1.89
Australia,Lebanon,2021,Soya beans,0.06
Australia,Lebanon,2021,Sunflower seed,378.57
Australia,Lithuania,2021,Sunflower seed,0.08
Australia,Macao,2021,Bananas,0.01
Australia,Macao,2021,Barley,7.975
Australia,Macao,2021,Potatoes,62.49
Australia,Macao,2021,Sunflower seed,0.2
Australia,Macao,2021,Wheat,16.0
Australia,Madagascar,2021,Wheat,32307.1
Australia,Malawi,2021,Wheat,74266.0
Australia,Malaysia,2021,Barley,1657.8400000000001
Australia,Malaysia,2021,Cattle,12078.75
Australia,Malaysia,2021,Chickens,35.25
Australia,Malaysia,2021,Maize (corn),5560.235000000001
Australia,Malaysia,2021,Potatoes,4036.535
Australia,Malaysia,2021,Soya beans,3539.67
Australia,Malaysia,2021,Wheat,1025763.335
Australia,Maldives,2021,Bananas,0.39
Australia,Maldives,2021,Barley,0.25
Australia,Maldives,2021,Maize (corn),1.02
Australia,Maldives,2021,Potatoes,103.62
Australia,Maldives,2021,Soya beans,0.28
Australia,Maldives,2021,Sunflower seed,0.2
Australia,Maldives,2021,Wheat,0.11
Australia,Mauritius,2021,Potatoes,677.23
Australia,Mauritius,2021,Wheat,55.585
Australia,Mexico,2021,Barley,266270.0
Australia,Mozambique,2021,Wheat,263539.44999999995
Australia,Myanmar,2021,Barley,2295.57
Australia,Myanmar,2021,Chickens,3.5
Australia,Myanmar,2021,Maize (corn),0.65
Australia,Myanmar,2021,Sunflower seed,1.0
Australia,Myanmar,2021,Wheat,359961.44
Australia,Nauru,2021,Bananas,15.94
Australia,Nauru,2021,Maize (corn),0.13
Australia,Nauru,2021,Potatoes,17.26
